_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
exit@@GLIBC_2_0                              extern      00000000005CC074 00000004                   R . . . . . .
pthread_mutexattr_settype@@GLIBC_2_2         extern      00000000005CC078 00000004                   R . . . . . .
strchr@@GLIBC_2_0                            extern      00000000005CC07C 00000004                   R . . . . . .
getcwd@@GLIBC_2_0                            extern      00000000005CC080 00000004                   R . . . . . .
strlen@@GLIBC_2_0                            extern      00000000005CC084 00000004                   R . . . . . .
fchown@@GLIBC_2_0                            extern      00000000005CC088 00000004                   R . . . . . .
__libc_start_main@@GLIBC_2_0                 extern      00000000005CC08C 00000004                   R . . . . . .
fprintf@@GLIBC_2_0                           extern      00000000005CC090 00000004                   R . . . . . .
write@@GLIBC_2_0                             extern      00000000005CC094 00000004                   R . . . . . .
open64@@GLIBC_2_2                            extern      00000000005CC098 00000004                   R . . . . . .
utimes@@GLIBC_2_0                            extern      00000000005CC09C 00000004                   R . . . . . .
fcntl@@GLIBC_2_0                             extern      00000000005CC0A4 00000004                   R . . . . . .
dlsym@@GLIBC_2_0                             extern      00000000005CC0A8 00000004                   R . . . . . .
ftell@@GLIBC_2_0                             extern      00000000005CC0AC 00000004                   R . . . . . .
setvbuf@@GLIBC_2_0                           extern      00000000005CC0B0 00000004                   R . . . . . .
memset@@GLIBC_2_0                            extern      00000000005CC0B4 00000004                   R . . . . . .
mkdir@@GLIBC_2_0                             extern      00000000005CC0B8 00000004                   R . . . . . .
putchar@@GLIBC_2_0                           extern      00000000005CC0BC 00000004                   R . . . . . .
__errno_location@@GLIBC_2_0                  extern      00000000005CC0C0 00000004                   R . . . . . .
strncpy@@GLIBC_2_0                           extern      00000000005CC0C4 00000004                   R . . . . . .
strerror_r@@GLIBC_2_0                        extern      00000000005CC0C8 00000004                   R . . . . . .
fgetc@@GLIBC_2_0                             extern      00000000005CC0CC 00000004                   R . . . . . .
access@@GLIBC_2_0                            extern      00000000005CC0D0 00000004                   R . . . . . .
munmap@@GLIBC_2_0                            extern      00000000005CC0E0 00000004                   R . . . . . .
popen@@GLIBC_2_2                             extern      00000000005CC0E4 00000004                   R . . . . . .
strrchr@@GLIBC_2_0                           extern      00000000005CC0E8 00000004                   R . . . . . .
fputc@@GLIBC_2_0                             extern      00000000005CC0EC 00000004                   R . . . . . .
symlink@@GLIBC_2_0                           extern      00000000005CC0F0 00000004                   R . . . . . .
fclose@@GLIBC_2_2                            extern      00000000005CC0F4 00000004                   R . . . . . .
pthread_join@@GLIBC_2_0                      extern      00000000005CC0F8 00000004                   R . . . . . .
fopen64@@GLIBC_2_2                           extern      00000000005CC0FC 00000004                   R . . . . . .
atoi@@GLIBC_2_0                              extern      00000000005CC100 00000004                   R . . . . . .
readdir64@@GLIBC_2_2                         extern      00000000005CC104 00000004                   R . . . . . .
qsort@@GLIBC_2_0                             extern      00000000005CC108 00000004                   R . . . . . .
strncmp@@GLIBC_2_0                           extern      00000000005CC10C 00000004                   R . . . . . .
getrusage@@GLIBC_2_0                         extern      00000000005CC110 00000004                   R . . . . . .
isatty@@GLIBC_2_0                            extern      00000000005CC114 00000004                   R . . . . . .
chmod@@GLIBC_2_0                             extern      00000000005CC118 00000004                   R . . . . . .
fdatasync@@GLIBC_2_0                         extern      00000000005CC11C 00000004                   R . . . . . .
__xstat64@@GLIBC_2_2                         extern      00000000005CC120 00000004                   R . . . . . .
strtol@@GLIBC_2_0                            extern      00000000005CC124 00000004                   R . . . . . .
fputs@@GLIBC_2_0                             extern      00000000005CC128 00000004                   R . . . . . .
__lxstat64@@GLIBC_2_2                        extern      00000000005CC12C 00000004                   R . . . . . .
mremap@@GLIBC_2_0                            extern      00000000005CC130 00000004                   R . . . . . .
pthread_mutexattr_destroy@@GLIBC_2_0         extern      00000000005CC134 00000004                   R . . . . . .
close@@GLIBC_2_0                             extern      00000000005CC138 00000004                   R . . . . . .
closedir@@GLIBC_2_0                          extern      00000000005CC13C 00000004                   R . . . . . .
opendir@@GLIBC_2_0                           extern      00000000005CC140 00000004                   R . . . . . .
__assert_fail@@GLIBC_2_0                     extern      00000000005CC144 00000004                   R . . . . . .
__ctype_b_loc@@GLIBC_2_3                     extern      00000000005CC148 00000004                   R . . . . . .
pclose@@GLIBC_2_2                            extern      00000000005CC14C 00000004                   R . . . . . .
fchmod@@GLIBC_2_0                            extern      00000000005CC150 00000004                   R . . . . . .
pclose                                       extern      00000000005CC154 00000004                   R . . . . T .
__ctype_b_loc                                extern      00000000005CC158 00000004                   R . . . . T .
__assert_fail                                extern      00000000005CC15C 00000004                   R . . . . T .
opendir                                      extern      00000000005CC160 00000004                   R . . . . T .
closedir                                     extern      00000000005CC164 00000004                   R . . . . T .
pthread_mutexattr_destroy                    extern      00000000005CC168 00000004                   R . . . . T .
__lxstat64                                   extern      00000000005CC16C 00000004                   R . . . . . .
fputs                                        extern      00000000005CC170 00000004                   R . . . . T .
strtol                                       extern      00000000005CC174 00000004                   R . . . . T .
__xstat64                                    extern      00000000005CC178 00000004                   R . . . . . .
fdatasync                                    extern      00000000005CC17C 00000004                   R . . . . T .
chmod                                        extern      00000000005CC180 00000004                   R . . . . T .
isatty                                       extern      00000000005CC184 00000004                   R . . . . T .
getrusage                                    extern      00000000005CC188 00000004                   R . . . . T .
